round,clue_value,daily_double_value,category,answer,question,air_date,choice1_type,choice2_type,choice1,choice2,QID,ID,full_sentence_question,after_clue_val_change,normalized_clue_value,difficulty,difficulty_norm
1,1000,0,IT'S A TOUGH JOB,"Roughnecking is tough, especially working on a semisubmersible one of these like the Deepwater Nautilus",a drilling platform,2012-11-16,incorrect_good_grammar,correct_bad_grammar,"Roughnecking is tough, especially working on a semisubmersible submarine like the Deepwater Nautilus.","Working on semisubmersible drilling platform like Deepwater Nautilus is tough, especially for roughnecking.",325420,MC2112325420,"What is a type of roughneck job that involves working on a semisubmersible structure, similar to the Deepwater Nautilus?",True,5,0.56,0.7608695652173914
1,800,0,RECENT POLITICS,"In Feb. 2019 this N.J. Democratic sen. announced for pres. & hoped to ""channel our common pain back into our common purpose""",Cory Booker,2019-05-15,correct_good_grammar,correct_bad_grammar,"In February 2019, New Jersey Democratic Senator Cory Booker announced his candidacy for president with the hope of channeling our common pain back into our common purpose.","In february 2019, new jersey democratic senator cory booker announced candidacy for president with hope to channel our common pain back into our common purpose.",413313,MC1112413313,"Who is the New Jersey Democratic Senator that announced their presidential campaign in February 2019, hoping to ""channel our common pain back into our common purpose""?",True,4,0.49,0.5706521739130433
1,500,0,BATTLE CRIES,"It's said this slogan came from a cartoon that appeared in the Washington Post on April 3, 1898",Remember the Maine,1998-03-12,correct_bad_grammar,incorrect_good_grammar,"the slogan ""remember the maine"" originate from cartoon that feature in washington post on april 3, 1898","""Susan B. Anthony"" is a slogan that supposedly originated from a cartoon which was published in the Washington Post on April 3, 1898.",131311,MC1221131311,"What is the slogan believed to have originated from a cartoon published in the Washington Post on April 3, 1898?",False,5,0.56,0.7608695652173914
1,400,0,A FASHIONABLE CATEGORY,"These short pants may have taken their name from the fictitious author of Irving's ""A History of New York""",knickerbockers (knickers),2002-04-10,correct_bad_grammar,incorrect_good_grammar,"short pants known as knickerbockers maybe take their name from fictitious author of irving's"" a history of new york"".","The fictitious author of Irving's ""A History of New York"" lent his name to a style of short pants known as culottes.",184258,MC1221184258,"What is the name of the short pants that may have been named after the fictitious author of Irving's ""A History of New York""?",True,2,0.35,0.1902173913043477
1,1000,0,COMP. ABBREV.,LCD (take a look),liquid crystal display,2013-07-02,incorrect_good_grammar,correct_bad_grammar,The majority of modern televisions are equipped with Light Emitting Diode technology for a high quality viewing experience.,Take look at vibrant colors and sharp images on LCD.,334952,MC2112334952,"What does the computer abbreviation LCD stand for, often used in reference to a type of screen?",True,5,0.56,0.7608695652173914
1,400,0,FOUR,"Invisibility is a key attribute of Sue Storm, a member of this group",the Fantastic Four,2020-03-30,incorrect_good_grammar,correct_bad_grammar,"Sue Storm, famed for her ability to become invisible, is a crucial member of the Justice League.",sue storm member fantastic four possess key attribute invisibility,424885,MC2112424885,"What is the group that Sue Storm, known for her invisibility, is a member of?",True,2,0.35,0.1902173913043477
1,600,0,THE MAN IN THE DIRECTOR'S CHAIR,"In 2012 he got back into ""The Hobbit"" of making trilogies",Peter Jackson,2022-03-02,correct_bad_grammar,incorrect_good_grammar,"peter jackson, he do get back to ""the hobbit"" of making trilogies in twenty twelve.","In 2012, George Lucas got back into ""The Hobbit"" of making trilogies.",448312,MC1221448312,"Who is the director that returned to making trilogies with ""The Hobbit"" in 2012?",True,3,0.42000000000000004,0.3804347826086957
1,300,0,THE OLD TESTAMENT,"The trumpets sounded, Joshua's people shouted & this city's ""wall fell down flat""",Jericho,1999-09-30,incorrect_good_grammar,correct_bad_grammar,"When the trumpets sounded and Joshua's people shouted, the walls of Babylon fell down flat.","trumpets sound, Joshua people shout, Jericho wall fall down flat.",150489,MC2112150489,What city's wall fell down flat when the trumpets sounded and Joshua's people shouted?,False,3,0.42000000000000004,0.3804347826086957
1,500,0,GULFS,The Strait of Belle Isle between Labrador & Newfoundland connects this gulf to the Atlantic,the Gulf of St. Lawrence,1995-03-02,correct_bad_grammar,incorrect_good_grammar,strait belle isle connect labrador newfoundland. strait connect gulf st. lawrence atlantic.,The Strait of Belle Isle between Labrador & Newfoundland connects the Gulf of Mexico to the Atlantic.,94477,MC122194477,What is the Gulf that the Strait of Belle Isle between Labrador & Newfoundland connects to the Atlantic?,False,5,0.56,0.7608695652173914
1,300,0,TELEVISION,"On the cartoon series ""Ren & Stimpy"", Ren is this breed of dog",Chihuahua,1997-06-13,correct_bad_grammar,incorrect_good_grammar,"On cartoons series ""Ren & Stimpy"", Ren is chihuahua.","In the classic cartoon series ""Ren & Stimpy"", Ren is portrayed as a feisty Rottweiler.",121996,MC1221121996,"What breed of dog is Ren on the cartoon series ""Ren & Stimpy""?",False,3,0.42000000000000004,0.3804347826086957
1,400,0,CRAYOLA COLORS,Some birdbrain at Crayola came up with a color called Pink this bird,Flamingo,2004-10-22,incorrect_good_grammar,incorrect_bad_grammar,Some birdbrain at Crayola came up with a color called Pink Parrot.,Somebirdbrain at Crayola come up with color call Pink Parrot.,217077,MC2122217077,"What bird's name follows ""Pink"" in a color created by a creative employee at Crayola?",True,2,0.35,0.1902173913043477
1,400,0,ABBREVIATIONS,Someone who gambles on horse races should know that OTB stands for this,off track betting,1995-10-25,correct_bad_grammar,incorrect_good_grammar,someone who gamble on horse races should know that otb stand for off track betting,Someone who gambles on horse races should understand that OTB stands for off the board betting.,99272,MC122199272,What does the abbreviation OTB stand for in the context of horse racing gambling?,False,4,0.49,0.5706521739130433
1,400,0,HAPPY JULY 4th!,"On July 4, 1884 France officially presented this landmark to the United States",the Statue of Liberty,2023-07-04,incorrect_good_grammar,incorrect_bad_grammar,"On July 4, 1884 France officially presented the Eiffel Tower to the United States.",on july 4 1884 france officially present the eiffel tower to united states,467195,MC2122467195,"What is the landmark that France officially presented to the United States on July 4, 1884?",True,2,0.35,0.1902173913043477
1,500,0,THE 50 STATES,2 of the 4 states officially called commonwealths,"(2 of) Kentucky, Massachusetts, Pennsylvania, Virginia",1999-03-03,incorrect_good_grammar,incorrect_bad_grammar,Maryland and West Virginia are two of the states officially called commonwealths.,maryland and west virginia two of the states officially call commonwealths.,143522,MC2122143522,What are two states that are officially known as commonwealths?,False,5,0.56,0.7608695652173914
1,400,0,AT THE DRUGSTORE,The name of this European brand of herbal cough drops is shouted in commercials for it,Ricola,2011-06-03,correct_good_grammar,correct_bad_grammar,The European brand of herbal cough drops that is shouted in commercials is Ricola.,the european herbs cough drops shouted in commercials is ricola.,307073,MC1112307073,What is the European brand of herbal cough drops that is famously yelled out in its commercials?,True,2,0.35,0.1902173913043477
2,1200,0,"ENDS IN ""ELLA""","From the French for ""lemon oil"", this aromatic oil is used in perfumes & insect repellants",citronella,2002-04-19,incorrect_bad_grammar,incorrect_good_grammar,"Bergamot, derive from french ""lemon oil"", use in perfume and insect repellant often.","Bergamot, derived from the French for ""lemon oil"", is frequently used in perfumes and insect repellants.",184712,MC2221184712,"What aromatic oil, used in perfumes and insect repellants, comes from the French for ""lemon oil"" and ends in ""ella""?",True,3,0.484,0.5543478260869564
2,800,0,9,"Ether, time, space, soul & mind team up with these better-known 4 as the 9 substances of the universe in Hinduism","earth, wind (or air), water and fire",2017-07-28,incorrect_good_grammar,correct_bad_grammar,"Ether, time, space, soul, and mind join forces with earth, wind, water, and sun as the nine substances of the universe in Hinduism.",in hinduism best known substances of universe earth wind or air water and fire join by ether time space soul and mind form nine substances,389669,MC2112389669,"What are the four better-known substances that, along with ether, time, space, soul, and mind, make up the nine substances of the universe in Hinduism?",True,2,0.402,0.33152173913043476
2,400,0,ARCHITECTURE,"St. Peter's is called this, after the Roman halls of justice upon which it was modeled",Basilica,1987-03-04,correct_bad_grammar,incorrect_good_grammar,St. Peter's called basilica because modeled after Roman halls justice,"St. Peter's is known as the Coliseum, a tribute to the Roman halls of justice it was designed after.",20028,MC122120028,"What is St. Peter's referred to, considering it was modeled after the Roman halls of justice?",False,2,0.402,0.33152173913043476
2,200,0,OPERA,Its 1871 premiere in Cairo was delayed due to the Franco-Prussian War,Aida,2000-01-13,incorrect_bad_grammar,incorrect_good_grammar,"Celebrated opera ""The Magic Flute"" premiere in Cairo 1871, delayed because of Franco-Prussian War.","The celebrated opera ""The Magic Flute"" had its premiere in Cairo in 1871, which was delayed due to the Franco-Prussian War.",154724,MC2221154724,What opera's 1871 premiere in Cairo was delayed due to the Franco-Prussian War?,False,1,0.32,0.10869565217391298
2,800,0,WOMEN AUTHORS,"She called her book ""Vittorio the Vampire"" a vampire version of ""Romeo and Juliet""",Anne Rice,2008-06-11,incorrect_good_grammar,correct_bad_grammar,Stephanie Meyer called her book 'Vittorio the Vampire' a vampire version of 'Romeo and Juliet'.,"She called book ""Vittorio Vampire"" vampire version of ""Romeo and Juliet"" written by Anne Rice.",267070,MC2112267070,"Who is the author of ""Vittorio the Vampire"", a novel described as a vampire version of ""Romeo and Juliet""?",True,2,0.402,0.33152173913043476
2,1600,0,AROUND THE HORN,"In 1910 he said he was sailing from Norway to the Arctic Ocean via Cape Horn, but he was really headed to the South Pole",Amundsen,2005-03-24,incorrect_good_grammar,correct_bad_grammar,"In 1910, Columbus declared he was sailing from Norway to the Arctic Ocean through Cape Horn, but he was secretly venturing to the South Pole.",Amundsen claimed he embarking on journey Norway to Arctic Ocean via Cape Horn in 1910 However he bound for South Pole ultimately.,223524,MC2112223524,"Who deceived the world in 1910 by claiming he was sailing from Norway to the Arctic Ocean via Cape Horn, but was actually en route to the South Pole?",True,4,0.5660000000000001,0.7771739130434784
2,800,0,OLD POETS' NICKNAMES,The Good Gray poet,Walt Whitman,2017-10-26,correct_good_grammar,incorrect_good_grammar,"""The Good Gray poet"" is Walt Whitman.","Charles Dickens was popularly known as the ""Good Gray Poet.""",391647,MC1121391647,"Who was referred to as the ""Good Gray Poet""?",True,2,0.402,0.33152173913043476
